time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
1664208866.3843296,-2.3185622692108154,0.5565493106842041,7.83873987197876,-0.00836911890655756,-0.26161816716194153,-0.9651351571083069,0.0
1664208867.4584308,-2.3471713066101074,0.5463478565216064,7.804365158081055,0.03391130268573761,-0.26690801978111267,-0.9631251096725464,0.0
1664208868.5053697,-2.279038667678833,0.5342481136322021,7.228974342346191,-0.01568993553519249,-0.3135755956172943,-0.9494336247444153,0.0
1664208869.5578444,-2.237428665161133,0.5076693892478943,6.256147384643555,-0.006852222140878439,-0.3025970458984375,-0.9530940055847168,0.0
1664208870.5944765,-2.208115816116333,0.48363223671913147,5.24181604385376,-0.024367328733205795,-0.3272113502025604,-0.9446369409561157,0.0
1664208871.62135,-2.164224863052368,0.46734172105789185,4.205042362213135,-0.015965871512889862,-0.3285881280899048,-0.9443383812904358,0.0
1664208872.580902,-2.174272060394287,0.4309644401073456,3.21539044380188,-0.025409361347556114,-0.34327906370162964,-0.9388896226882935,0.0
1664208873.5892084,-2.174443244934082,0.4322580397129059,2.239173650741577,-0.023337488994002342,-0.39972200989723206,-0.9163392782211304,0.0
1664208874.7002258,-2.087127447128296,0.394334077835083,1.3117551803588867,0.4482370913028717,-0.3737263083457947,-0.8120419383049011,0.0
1664208875.7814221,-1.72440767288208,0.3868718147277832,0.43059849739074707,0.7486792206764221,-0.41531988978385925,-0.5167096853256226,0.0
1664208876.854649,-1.1268717050552368,0.37212005257606506,-0.09846307337284088,0.8122093081474304,-0.4614447355270386,0.35690993070602417,0.0
1664208877.9321494,-0.5025473833084106,0.36745932698249817,-0.5774211287498474,0.8809425830841064,-0.4600885510444641,0.11071822792291641,0.0
1664208878.9805138,0.11570417881011963,0.37303757667541504,-0.9920855760574341,0.8767074346542358,-0.42459654808044434,-0.22605720162391663,0.0
1664208880.0991838,0.7223578095436096,0.3734472393989563,-1.5628161430358887,0.7115795612335205,-0.4608120918273926,-0.5303835272789001,0.0
1664208881.0758388,1.385651707649231,0.3582855761051178,-2.1224870681762695,0.7339670062065125,-0.45741069316864014,-0.5020636320114136,0.0
1664208882.101048,2.0545506477355957,0.372612327337265,-2.5657289028167725,0.7787867188453674,-0.3987496495246887,-0.4842416048049927,0.0
1664208883.1888077,2.8728766441345215,0.35596320033073425,-2.6773805618286133,0.9270405173301697,-0.3731262981891632,-0.03704924136400223,0.0
1664208884.3902025,3.7785568237304688,0.3893798887729645,-2.620586633682251,0.9151240587234497,-0.40060287714004517,0.04544422775506973,0.0
1664208885.150047,4.662431716918945,0.37874871492385864,-2.563392400741577,0.9142608642578125,-0.4051170349121094,-0.0026774234138429165,0.0
1664208886.28942,5.60487699508667,0.40272295475006104,-2.5488100051879883,0.9174025058746338,-0.3971100151538849,-0.02600369043648243,0.0
1664208887.3193154,6.604626178741455,0.4060409963130951,-2.5545079708099365,0.9245114922523499,-0.3808639943599701,-0.014864606782793999,0.0
1664208888.327432,7.5267791748046875,0.4082941710948944,-2.595947027206421,0.9220559000968933,-0.38705646991729736,0.0005280450568534434,0.0
1664208889.3754473,8.526254653930664,0.43799152970314026,-2.6078224182128906,0.9110653400421143,-0.40928584337234497,0.049446605145931244,0.0
1664208890.395817,9.494261741638184,0.423916220664978,-2.5746188163757324,0.9122100472450256,-0.409085214138031,0.02284958027303219,0.0
1664208891.4739149,10.451828956604004,0.4547526240348816,-2.5558366775512695,0.9010686278343201,-0.43360257148742676,-0.008009911514818668,0.0
1664208892.5279365,11.455674171447754,0.4609164893627167,-2.5526764392852783,0.9222075939178467,-0.38656747341156006,-0.009935766458511353,0.0
1664208893.5348318,12.38381290435791,0.4686720669269562,-2.5615804195404053,0.9103658199310303,-0.41048917174339294,0.052273381501436234,0.0
1664208894.60197,13.449637413024902,0.49504968523979187,-2.59006929397583,0.8919490575790405,-0.45090147852897644,0.033384837210178375,0.0
1664208895.6626658,14.4025297164917,0.4817565679550171,-2.5694074630737305,0.9218459725379944,-0.3859871029853821,0.03484192490577698,0.0
