time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
1664207688.1660333,-2.3089003562927246,0.5208644866943359,7.930344581604004,-0.004306295420974493,-0.10561010241508484,-0.994398295879364,0.0
1664207689.2947328,-2.3107919692993164,0.5220238566398621,7.916361331939697,-0.030381111428141594,-0.09089458733797073,-0.9953969120979309,0.0
1664207690.529327,-2.408369541168213,0.4983072578907013,7.911035537719727,-0.8193854093551636,-0.257157564163208,-0.5123255252838135,0.0
1664207691.618894,-2.7383620738983154,0.4749911427497864,7.478919982910156,-0.7090463042259216,-0.2732308804988861,-0.6500754356384277,0.0
1664207692.7775137,-2.9691622257232666,0.4754945635795593,6.798677921295166,-0.4055967330932617,-0.3013337254524231,-0.8629537224769592,0.0
1664207694.0197217,-3.238757610321045,0.456878662109375,6.20057487487793,-0.7670688033103943,-0.3430507183074951,-0.5421454310417175,0.0
1664207695.305491,-3.6573848724365234,0.4433724880218506,5.65707540512085,-0.4421427845954895,-0.3045738935470581,-0.8436495065689087,0.0
1664207696.4976454,-3.7639689445495605,0.446713924407959,4.936985015869141,0.05121977627277374,-0.3531975746154785,-0.9341456294059753,0.0
1664207697.767195,-3.3851144313812256,0.42996740341186523,4.435174465179443,0.7428039312362671,-0.31334638595581055,-0.5916556715965271,0.0
1664207699.0076165,-3.316012144088745,0.4256730079650879,3.6861188411712646,-0.6570914387702942,-0.3033888041973114,-0.6900622844696045,0.0
1664207700.071539,-3.5723159313201904,0.41172295808792114,3.0336170196533203,-0.7811196446418762,-0.36293113231658936,-0.5080678462982178,0.0
1664207701.234703,-3.8576853275299072,0.39613327383995056,2.318683624267578,-0.3655311167240143,-0.3153257369995117,-0.8757606148719788,0.0
1664207702.4794421,-3.8858585357666016,0.38987791538238525,1.5217787027359009,-0.036259595304727554,-0.32168057560920715,-0.9461537003517151,0.0
1664207703.758157,-3.8270883560180664,0.37113210558891296,0.6386505961418152,-0.01669481210410595,-0.2523912787437439,-0.967481255531311,0.0
1664207704.9806876,-3.8319523334503174,0.353897362947464,-0.22029522061347961,-0.03175900876522064,-0.3408842086791992,-0.9395686984062195,0.0
1664207706.1821787,-3.6639015674591064,0.3456105887889862,-1.037442684173584,-0.07804092764854431,-0.3224436640739441,-0.9433661103248596,0.0
1664207707.5002759,-3.692889451980591,0.32220301032066345,-1.8664970397949219,-0.6244526505470276,-0.30452701449394226,-0.7192511558532715,0.0
1664207708.6483605,-3.8381333351135254,0.333429217338562,-2.6411659717559814,-0.2831724286079407,-0.2574269473552704,-0.9238748550415039,0.0
1664207709.9853122,-3.9289915561676025,0.31258708238601685,-3.488856554031372,-0.08190032094717026,-0.27623066306114197,-0.9575954079627991,0.0
1664207711.1817493,-3.9090003967285156,0.3250548839569092,-4.375699996948242,0.08928163349628448,-0.24950766563415527,-0.9642481803894043,0.0
1664207712.436498,-3.679344415664673,0.2942955791950226,-5.069713592529297,0.5298678874969482,-0.2198016345500946,-0.8191015124320984,0.0
1664207713.5298195,-3.1603341102600098,0.3070962727069855,-5.248875617980957,0.9687477350234985,-0.2410413920879364,-0.058540184050798416,0.0
1664207714.707616,-2.5936131477355957,0.32363927364349365,-5.025771141052246,0.7378524541854858,-0.2170088142156601,0.6391251683235168,0.0
1664207715.8949175,-2.4292306900024414,0.31128063797950745,-4.283757209777832,0.28850266337394714,-0.21907123923301697,0.9320805072784424,0.0
1664207717.045939,-2.137125253677368,0.33530256152153015,-3.693512439727783,0.9587134122848511,-0.2802514135837555,0.048246219754219055,0.0
1664207718.1741004,-1.4943188428878784,0.3237375020980835,-3.4542222023010254,0.9481223821640015,-0.28430360555648804,-0.14225095510482788,0.0
1664207719.3325424,-0.718764066696167,0.3347020447254181,-3.3065502643585205,0.9003903269767761,-0.3734789788722992,-0.2231830656528473,0.0
1664207720.5160532,-0.09504687786102295,0.3503669798374176,-3.3513450622558594,0.7818076014518738,-0.2609735131263733,-0.566277027130127,0.0
1664207721.7396846,0.7610512971878052,0.3567274212837219,-3.4724862575531006,0.9260792136192322,-0.23557232320308685,-0.2947591543197632,0.0
1664207722.8031468,1.596011996269226,0.3663201332092285,-3.5266222953796387,0.9335953593254089,-0.26910945773124695,-0.23660026490688324,0.0
1664207723.985277,2.4147896766662598,0.3633438050746918,-3.4706718921661377,0.966965913772583,-0.2250882387161255,0.11963263154029846,0.0
1664207725.2115705,2.7579121589660645,0.37570083141326904,-3.171447515487671,0.41532012820243835,-0.30502286553382874,0.8570123314857483,0.0
1664207726.37789,3.238095283508301,0.3743704855442047,-2.743380308151245,0.9611796736717224,-0.27254459261894226,0.04304620251059532,0.0
1664207727.604744,4.018916130065918,0.40507566928863525,-2.686434030532837,0.804690957069397,-0.25824829936027527,-0.534584105014801,0.0
1664207728.7799044,4.413791179656982,0.38992223143577576,-3.0835423469543457,-0.3869125545024872,-0.3159124553203583,-0.8663129210472107,0.0
1664207730.0023408,4.224620342254639,0.3931937515735626,-3.815505266189575,-0.5908244252204895,-0.28005126118659973,-0.756635844707489,0.0
1664207731.2280407,4.224992275238037,0.39366769790649414,-4.430887699127197,-0.13654427230358124,-0.21164250373840332,-0.9677618741989136,0.0
1664207732.481917,4.82066011428833,0.3926103413105011,-4.716691970825195,0.9002139568328857,-0.24243292212486267,-0.36171960830688477,0.0
1664207733.6289763,5.420294761657715,0.39139941334724426,-4.556461334228516,0.9312314391136169,-0.29756128787994385,0.21039316058158875,0.0
1664207734.9427853,5.800849914550781,0.38476699590682983,-4.238377571105957,-0.43839630484580994,-0.3496725857257843,0.8279721140861511,0.0
1664207736.1332033,5.457862854003906,0.38783639669418335,-3.791102886199951,-0.7575957775115967,-0.29837140440940857,0.5805368423461914,0.0
1664207737.4097676,5.20112419128418,0.3968861699104309,-3.251641035079956,0.29505106806755066,-0.29414334893226624,0.9090788960456848,0.0
1664207738.6931171,5.569204807281494,0.4190243184566498,-2.717938184738159,0.9783060550689697,-0.20672155916690826,-0.013537098653614521,0.0
1664207739.932575,6.409085273742676,0.41634896397590637,-2.7120468616485596,0.956013023853302,-0.25313448905944824,-0.14819592237472534,0.0
1664207741.219797,7.479827404022217,0.43527349829673767,-2.7494149208068848,0.9459113478660583,-0.2661897838115692,-0.18545827269554138,0.0
1664207742.5498517,8.279158592224121,0.43026021122932434,-2.9029157161712646,0.1491706818342209,-0.31331759691238403,-0.9378593564033508,0.0
1664207743.7748134,8.714508056640625,0.41893938183784485,-3.403930902481079,-0.49013951420783997,-0.28478434681892395,-0.8238089084625244,0.0
1664207745.0232103,8.67752742767334,0.43593499064445496,-4.098100185394287,-0.8296650648117065,-0.19586633145809174,-0.5227735042572021,0.0
1664207746.2478662,8.619813919067383,0.42382556200027466,-4.5880584716796875,0.21530988812446594,-0.24144506454467773,-0.9462272524833679,0.0
1664207747.5359702,9.229830741882324,0.43855801224708557,-4.716900825500488,0.9576884508132935,-0.13430702686309814,-0.2545475363731384,0.0
1664207748.8281074,9.556756019592285,0.44121068716049194,-4.227140426635742,0.34111034870147705,-0.22581230103969574,0.912497878074646,0.0
1664207750.209483,9.349115371704102,0.4356963038444519,-3.679935932159424,-0.03311754763126373,-0.17598959803581238,0.9838347434997559,0.0
1664207751.4210424,9.1035737991333,0.45303642749786377,-3.109384536743164,0.3261801600456238,-0.18740707635879517,0.926544725894928,0.0
