time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
1664208200.119208,-2.247676372528076,0.5623171925544739,7.936598777770996,-0.07368994504213333,-0.12107399106025696,-0.9899044036865234,0.0
1664208201.3652096,-2.259021520614624,0.5610654950141907,7.928939342498779,-0.05980812758207321,-0.12125485390424728,-0.9908179044723511,0.0
1664208202.613879,-2.2537596225738525,0.5517997145652771,7.910467624664307,0.24604660272598267,-0.1527092009782791,-0.9571525454521179,0.0
1664208203.728495,-1.936034917831421,0.5516234040260315,7.956984519958496,0.9334450960159302,-0.2158072590827942,-0.2865438163280487,0.0
1664208204.8886652,-1.4032933712005615,0.5490237474441528,7.826323986053467,0.9726802706718445,-0.21043053269386292,0.09804023057222366,0.0
1664208206.093268,-0.6372647285461426,0.5563043355941772,7.73860502243042,0.9848210215568542,-0.15896201133728027,0.06970352679491043,0.0
1664208207.2463906,0.11351170390844345,0.571600615978241,7.713005065917969,0.98658686876297,-0.13035836815834045,0.09824994951486588,0.0
1664208208.459944,0.8959119319915771,0.5604779720306396,7.6954216957092285,0.9862505793571472,-0.14460492134094238,0.07999482750892639,0.0
1664208209.770794,1.3459453582763672,0.5709977149963379,7.3061909675598145,0.6018093824386597,-0.20494690537452698,-0.7718951106071472,0.0
1664208210.934369,1.4693835973739624,0.5465198755264282,6.4823760986328125,0.09137363731861115,-0.2296561449766159,-0.9689731001853943,0.0
1664208212.1612659,1.4892066717147827,0.5456130504608154,5.557891845703125,0.07879569381475449,-0.21584266424179077,-0.9732435345649719,0.0
1664208213.8530095,1.5835152864456177,0.5196276903152466,4.6738080978393555,0.10660549253225327,-0.16203714907169342,-0.9810091853141785,0.0
1664208214.603457,1.5708338022232056,0.518334686756134,3.691249370574951,0.17895705997943878,-0.28300991654396057,-0.9422736763954163,0.0
1664208215.8173263,1.5270624160766602,0.48452743887901306,2.6803126335144043,0.09315832704305649,-0.21467261016368866,-0.9722330570220947,0.0
1664208217.043345,1.5212433338165283,0.4577227532863617,1.8402518033981323,-0.22157974541187286,-0.24792265892028809,-0.9430995583534241,0.0
1664208218.2897072,1.0519700050354004,0.43639805912971497,1.5120258331298828,-0.8871145844459534,-0.4557848274707794,-0.07271707057952881,0.0
1664208219.4349647,0.7735038995742798,0.4467409551143646,1.9565503597259521,-0.6406737565994263,-0.3954208791255951,0.6581636667251587,0.0
1664208220.8043547,0.7244253754615784,0.4491081237792969,2.6244616508483887,-0.16128619015216827,-0.3730354905128479,0.9136910438537598,0.0
1664208221.8410547,1.1849232912063599,0.480140745639801,3.3118233680725098,0.35530373454093933,-0.3610682189464569,0.8622000813484192,0.0
1664208223.0408392,1.5466076135635376,0.4731985926628113,3.948042154312134,0.004425595048815012,-0.40593239665031433,0.9138923287391663,0.0
1664208224.2487972,1.4697678089141846,0.49453839659690857,4.796132564544678,-0.5931835174560547,-0.34324026107788086,0.728230357170105,0.0
1664208225.4562588,0.8998487591743469,0.5024951696395874,5.0354485511779785,-0.910281777381897,-0.4119727313518524,0.040810003876686096,0.0
1664208226.5646973,0.05906716734170914,0.4688756465911865,5.074607849121094,-0.8786680698394775,-0.379313200712204,-0.2899378836154938,0.0
1664208227.710821,-0.6549166440963745,0.4788256287574768,4.800583839416504,-0.16818509995937347,-0.41872915625572205,-0.8924010396003723,0.0
